Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
2028,Other,2 Bedrooms,,,,,64,,,,,12,2017
2028,Other,3 Bedrooms,,,,,,,,,,12,2017
2028,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2028,Townhouse,Total,,,,,39,,,,,12,2017
2028,Townhouse,Not Specified,,,,,,,,,,12,2017
2028,Townhouse,2 Bedrooms,,,,,,,,,,12,2017
2028,Townhouse,3 Bedrooms,,,,,,,,,,12,2017
2028,Townhouse,4 or more Bedrooms,,,,,,,,,,12,2017
2028,Flat/Unit,Total,682.5,745,950,70,665,-0.67,2.41,25.0,-7.89,12,2017
2028,Flat/Unit,Bedsitter,,,,,,,,,,12,2017
2028,Flat/Unit,1 Bedroom,495,562.5,727.5,,76,8.59,2.27,200,33.33,12,2017
2028,Flat/Unit,Not Specified,,,,,50,,,,,12,2017
2028,Flat/Unit,2 Bedrooms,680,727.5,827.5,40,427,-3.0,3.93,-2.44,-11.110000000000001,12,2017
2028,Flat/Unit,3 Bedrooms,877.5,1580,1812.5,,94,-7.06,12.86,100,27.27,12,2017
2028,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2029,Total,Total,610,725,1037.5,154,1703,11.540000000000001,3.7199999999999998,0.65,9.22,12,2017
2029,Total,Bedsitter,,,,,,,,,,12,2017
2029,Total,1 Bedroom,456.25,535,571.25,,245,7.000000000000001,-4.89,-31.25,0,12,2017
2029,Total,Not Specified,,,,,198,,,,,12,2017
2029,Total,2 Bedrooms,620,695,800,80,923,6.92,-0.5700000000000001,-2.44,6.67,12,2017
2029,Total,3 Bedrooms,917.5,1200,1331.25,,246,0,26.32,64.71000000000001,47.370000000000005,12,2017
2029,Total,4 or more Bedrooms,1800,2100,2700,,69,27.27,42.86,225.0,160.0,12,2017
2029,House,Total,1250,1540,2350,,111,50.239999999999995,0.98,120.0,266.67,12,2017
2029,House,Bedsitter,,,,,,,,,,12,2017
2029,House,1 Bedroom,,,,,,,,,,12,2017
2029,House,Not Specified,,,,,,,,,,12,2017
2029,House,2 Bedrooms,,,,,,,,,,12,2017
2029,House,3 Bedrooms,,,,,37,,,,,12,2017
2029,House,4 or more Bedrooms,,,,,42,,,,,12,2017
2029,Other,Total,,,,,233,,,,,12,2017
2029,Other,Bedsitter,,,,,,,,,,12,2017
2029,Other,1 Bedroom,,,,,,,,,,12,2017
2029,Other,Not Specified,,,,,101,,,,,12,2017
2029,Other,2 Bedrooms,,,,,79,,,,,12,2017
2029,Other,3 Bedrooms,,,,,,,,,,12,2017
2029,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2029,Townhouse,Total,,,,,48,,,,,12,2017
2029,Townhouse,1 Bedroom,,,,,,,,,,12,2017
2029,Townhouse,Not Specified,,,,,,,,,,12,2017
2029,Townhouse,2 Bedrooms,,,,,,,,,,12,2017
2029,Townhouse,3 Bedrooms,,,,,,,,,,12,2017
2029,Townhouse,4 or more Bedrooms,,,,,,,,,,12,2017
2029,Flat/Unit,Total,600,700,850,119,1311,7.6899999999999995,3.6999999999999997,-7.03,-2.46,12,2017
2029,Flat/Unit,Bedsitter,,,,,,,,,,12,2017
2029,Flat/Unit,1 Bedroom,462.5,540,587.5,,223,8.0,-4.0,-32.14,-13.639999999999999,12,2017
2029,Flat/Unit,Not Specified,,,,,90,,,,,12,2017
2029,Flat/Unit,2 Bedrooms,620,700,800,75,808,7.6899999999999995,0.13999999999999999,5.63,2.74,12,2017
2029,Flat/Unit,3 Bedrooms,800,990,1200,,159,-17.5,14.45,30.769999999999996,41.67,12,2017
2029,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2030,Total,Total,650,750,1000,85,1106,-6.25,0,-14.14,-3.4099999999999997,12,2017
2030,Total,Bedsitter,,,,,,,,,,12,2017
2030,Total,1 Bedroom,,,,,89,,,,,12,2017
2030,Total,Not Specified,,,,,167,,,,,12,2017
2030,Total,2 Bedrooms,630,695,800,52,496,2.21,3.73,13.04,40.54,12,2017
2030,Total,3 Bedrooms,800,950,1575,,204,-13.639999999999999,-9.520000000000001,-5.88,45.45,12,2017
2030,Total,4 or more Bedrooms,,,,,143,,,,,12,2017
2030,House,Total,850,1400,2150,,189,-24.32,-12.5,-22.220000000000002,-8.7,12,2017
2030,House,Bedsitter,,,,,,,,,,12,2017
2030,House,1 Bedroom,,,,,,,,,,12,2017
2030,House,Not Specified,,,,,,,,,,12,2017
2030,House,2 Bedrooms,,,,,,,,,,12,2017
2030,House,3 Bedrooms,,,,,44,,,,,12,2017
2030,House,4 or more Bedrooms,,,,,99,,,,,12,2017
2030,Other,Total,,,,,177,,,,,12,2017
2030,Other,Bedsitter,,,,,,,,,,12,2017
2030,Other,1 Bedroom,,,,,,,,,,12,2017
2030,Other,Not Specified,,,,,75,,,,,12,2017
2030,Other,2 Bedrooms,,,,,46,,,,,12,2017
2030,Other,3 Bedrooms,,,,,,,,,,12,2017
2030,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2030,Townhouse,Total,,,,,61,,,,,12,2017
2030,Townhouse,Not Specified,,,,,,,,,,12,2017
2030,Townhouse,2 Bedrooms,,,,,,,,,,12,2017
2030,Townhouse,3 Bedrooms,,,,,,,,,,12,2017
2030,Townhouse,4 or more Bedrooms,,,,,,,,,,12,2017
2030,Flat/Unit,Total,630,692.5,800,50,679,-0.36,2.59,-21.87,2.04,12,2017
2030,Flat/Unit,Bedsitter,,,,,,,,,,12,2017
2030,Flat/Unit,1 Bedroom,,,,,75,,,,,12,2017
2030,Flat/Unit,Not Specified,,,,,59,,,,,12,2017
2030,Flat/Unit,2 Bedrooms,630,690,800,37,413,1.47,6.15,-13.950000000000001,27.589999999999996,12,2017
2030,Flat/Unit,3 Bedrooms,,,,,109,,,,,12,2017
2030,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2031,Total,Total,580,650,780,536,6245,1.5599999999999998,0,-10.22,12.13,12,2017
2031,Total,Bedsitter,,,,,67,,,,,12,2017
2031,Total,1 Bedroom,480,530,605,139,1219,1.92,0.95,-3.47,21.93,12,2017
2031,Total,Not Specified,534.9,630,772.5,,646,7.6899999999999995,-5.970000000000001,-12.9,-49.059999999999995,12,2017
2031,Total,2 Bedrooms,610,660,733.75,282,3435,1.54,1.54,-13.5,21.029999999999998,12,2017
2031,Total,3 Bedrooms,910,1000,1150,59,699,0,0,-21.33,7.2700000000000005,12,2017
2031,Total,4 or more Bedrooms,1497.5,1650,1860,,179,9.27,-8.33,64.29,53.33,12,2017
2031,House,Total,890,1100,1450,53,357,-12.0,-12.0,47.22,26.19,12,2017
2031,House,Bedsitter,,,,,,,,,,12,2017
2031,House,1 Bedroom,,,,,,,,,,12,2017
2031,House,Not Specified,,,,,,,,,,12,2017
2031,House,2 Bedrooms,705,790,888.75,,69,23.919999999999998,16.18,250.0,180.0,12,2017
2031,House,3 Bedrooms,970,1100,1125,,122,-12.0,-4.35,18.75,0,12,2017
2031,House,4 or more Bedrooms,1461.25,1550,1870,,117,-1.27,-13.889999999999999,63.63999999999999,80.0,12,2017
2031,Other,Total,580,640,750,,878,9.4,-1.54,-28.57,-59.019999999999996,12,2017
2031,Other,Bedsitter,,,,,,,,,,12,2017
2031,Other,1 Bedroom,,,,,117,,,,,12,2017
2031,Other,Not Specified,550,675,775,,350,20.0,-3.5700000000000003,-22.73,-29.17,12,2017
2031,Other,2 Bedrooms,,,,,304,,,,,12,2017
2031,Other,3 Bedrooms,,,,,65,,,,,12,2017
2031,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2031,Townhouse,Total,1062.5,1472.5,1662.5,,237,42.96,55.00000000000001,-23.810000000000002,-5.88,12,2017
2031,Townhouse,Bedsitter,,,,,,,,,,12,2017
2031,Townhouse,1 Bedroom,,,,,,,,,,12,2017
2031,Townhouse,Not Specified,,,,,,,,,,12,2017
2031,Townhouse,2 Bedrooms,,,,,75,,,,,12,2017
2031,Townhouse,3 Bedrooms,,,,,118,,,,,12,2017
2031,Townhouse,4 or more Bedrooms,,,,,,,,,,12,2017
2031,Flat/Unit,Total,552.5,640,720,442,4773,1.59,3.2300000000000004,-12.479999999999999,23.46,12,2017
2031,Flat/Unit,Bedsitter,,,,,40,,,,,12,2017
2031,Flat/Unit,1 Bedroom,480,530,602.5,132,1080,2.91,0.95,-3.65,29.409999999999997,12,2017
2031,Flat/Unit,Not Specified,,,,,257,,,,,12,2017
2031,Flat/Unit,2 Bedrooms,605,660,725,261,2987,1.54,1.54,-16.08,28.57,12,2017
2031,Flat/Unit,3 Bedrooms,880,940,1025,33,394,4.44,7.430000000000001,-23.26,37.5,12,2017
2031,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2032,Total,Total,470,600,750,165,2361,7.140000000000001,4.35,-39.78,-9.34,12,2017
2032,Total,Bedsitter,,,,,70,,,,,12,2017
2032,Total,1 Bedroom,355,440,487.5,43,395,12.82,3.53,-44.87,13.16,12,2017
2032,Total,Not Specified,408.75,470,570,,292,18.990000000000002,0,-73.91,-33.33,12,2017
2032,Total,2 Bedrooms,590,630,685,68,1068,0,5.0,-32.67,-10.530000000000001,12,2017
2032,Total,3 Bedrooms,772.5,895,980,,418,9.15,8.48,-25.71,-23.53,12,2017
2032,Total,4 or more Bedrooms,,,,,118,,,,,12,2017
2032,House,Total,742.5,940,1175,,264,3.3000000000000003,-3.5900000000000003,-35.29,37.5,12,2017
2032,House,Bedsitter,,,,,,,,,,12,2017
2032,House,1 Bedroom,,,,,,,,,,12,2017
2032,House,Not Specified,,,,,,,,,,12,2017
2032,House,2 Bedrooms,,,,,37,,,,,12,2017
2032,House,3 Bedrooms,,,,,123,,,,,12,2017
2032,House,4 or more Bedrooms,,,,,73,,,,,12,2017
2032,Other,Total,420,467.5,525,,406,18.35,-5.56,-80.0,-36.36,12,2017
2032,Other,Bedsitter,,,,,,,,,,12,2017
2032,Other,1 Bedroom,,,,,67,,,,,12,2017
2032,Other,Not Specified,,,,,155,,,,,12,2017
2032,Other,2 Bedrooms,,,,,107,,,,,12,2017
2032,Other,3 Bedrooms,,,,,41,,,,,12,2017
2032,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2032,Townhouse,Total,770,850,940,,152,13.33,3.0300000000000002,-23.53,-7.140000000000001,12,2017
2032,Townhouse,1 Bedroom,,,,,,,,,,12,2017
2032,Townhouse,Not Specified,,,,,,,,,,12,2017
2032,Townhouse,2 Bedrooms,,,,,43,,,,,12,2017
2032,Townhouse,3 Bedrooms,750,850,940,,86,3.66,1.7999999999999998,57.14,83.33,12,2017
2032,Townhouse,4 or more Bedrooms,,,,,,,,,,12,2017
2032,Flat/Unit,Total,460,570,650,116,1539,-5.0,1.79,-24.18,-10.77,12,2017
2032,Flat/Unit,Bedsitter,,,,,44,,,,,12,2017
2032,Flat/Unit,1 Bedroom,362.5,450,490,39,314,3.45,5.88,-7.140000000000001,14.71,12,2017
2032,Flat/Unit,Not Specified,,,,,114,,,,,12,2017
2032,Flat/Unit,2 Bedrooms,590,620,680,60,881,-1.59,4.2,-31.819999999999997,-3.2300000000000004,12,2017
2032,Flat/Unit,3 Bedrooms,,,,,168,,,,,12,2017
2032,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2033,Total,Total,520,607.5,715,234,2249,1.25,4.74,-9.65,13.04,12,2017
2033,Total,Bedsitter,,,,,37,,,,,12,2017
2033,Total,1 Bedroom,466.25,520,580,78,556,-1.8900000000000001,0,-6.02,20.0,12,2017
2033,Total,Not Specified,,,,,208,,,,,12,2017
2033,Total,2 Bedrooms,577.5,650,750,120,1118,3.17,8.33,-0.83,37.93,12,2017
2033,Total,3 Bedrooms,787.5,915,1012.5,,254,-1.6099999999999999,-3.17,-31.03,0,12,2017
2033,Total,4 or more Bedrooms,,,,,76,,,,,12,2017
2033,House,Total,750,930,1200,,143,-17.330000000000002,-7.000000000000001,-5.56,-10.530000000000001,12,2017
2033,House,1 Bedroom,,,,,,,,,,12,2017
2033,House,Not Specified,,,,,,,,,,12,2017
2033,House,2 Bedrooms,,,,,,,,,,12,2017
2033,House,3 Bedrooms,,,,,58,,,,,12,2017
2033,House,4 or more Bedrooms,,,,,47,,,,,12,2017
2033,Other,Total,180,495,657.5,,296,175.0,-10.0,-33.33,-17.65,12,2017
2033,Other,Bedsitter,,,,,,,,,,12,2017
2033,Other,1 Bedroom,,,,,52,,,,,12,2017
2033,Other,Not Specified,,,,,112,,,,,12,2017
2033,Other,2 Bedrooms,,,,,101,,,,,12,2017
2033,Other,3 Bedrooms,,,,,,,,,,12,2017
2033,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2033,Townhouse,Total,,,,,66,,,,,12,2017
2033,Townhouse,1 Bedroom,,,,,,,,,,12,2017
2033,Townhouse,Not Specified,,,,,,,,,,12,2017
2033,Townhouse,2 Bedrooms,,,,,,,,,,12,2017
2033,Townhouse,3 Bedrooms,,,,,,,,,,12,2017
2033,Townhouse,4 or more Bedrooms,,,,,,,,,,12,2017
2033,Flat/Unit,Total,520,600,686.25,198,1744,0,3.45,-6.6000000000000005,20.73,12,2017
2033,Flat/Unit,Bedsitter,,,,,,,,,,12,2017
2033,Flat/Unit,1 Bedroom,481.25,520,580,70,492,-5.45,4.0,1.4500000000000002,18.64,12,2017
2033,Flat/Unit,Not Specified,,,,,77,,,,,12,2017
2033,Flat/Unit,2 Bedrooms,566.25,642.5,747.5,110,978,2.8000000000000003,1.9800000000000002,1.8499999999999999,50.68,12,2017
2033,Flat/Unit,3 Bedrooms,690,875,1025,,154,2.34,2.34,-45.45,0,12,2017
2033,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2034,Total,Total,600,700,850,341,3756,0.72,0,-11.89,19.23,12,2017
2034,Total,Bedsitter,,,,,36,,,,,12,2017
2034,Total,1 Bedroom,507.5,575,625,80,618,9.520000000000001,4.55,3.9,45.45,12,2017
2034,Total,Not Specified,450,560,730,,382,-20.0,-20.0,-55.169999999999995,-63.89,12,2017
2034,Total,2 Bedrooms,636.25,700,780,186,2057,0,0,-14.680000000000001,35.77,12,2017
2034,Total,3 Bedrooms,896.25,1150,1302.655,50,538,16.75,18.56,2.04,16.28,12,2017
2034,Total,4 or more Bedrooms,1335,1525,1575,,125,-1.6099999999999999,1.8399999999999999,-8.33,-8.33,12,2017
2034,House,Total,787.5,1250,1537.5,,216,-3.85,5.93,17.39,68.75,12,2017
2034,House,1 Bedroom,,,,,,,,,,12,2017
2034,House,Not Specified,,,,,,,,,,12,2017
2034,House,2 Bedrooms,,,,,39,,,,,12,2017
2034,House,3 Bedrooms,,,,,61,,,,,12,2017
2034,House,4 or more Bedrooms,,,,,88,,,,,12,2017
2034,Other,Total,525,650,702.5,,449,-12.16,-12.46,-50.0,-63.33,12,2017
2034,Other,Bedsitter,,,,,,,,,,12,2017
2034,Other,1 Bedroom,,,,,42,,,,,12,2017
2034,Other,Not Specified,,,,,188,,,,,12,2017
2034,Other,2 Bedrooms,,,,,151,,,,,12,2017
2034,Other,3 Bedrooms,,,,,41,,,,,12,2017
2034,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2034,Townhouse,Total,,,,,141,,,,,12,2017
2034,Townhouse,Bedsitter,,,,,,,,,,12,2017
2034,Townhouse,1 Bedroom,,,,,,,,,,12,2017
2034,Townhouse,Not Specified,,,,,,,,,,12,2017
2034,Townhouse,2 Bedrooms,,,,,55,,,,,12,2017
2034,Townhouse,3 Bedrooms,,,,,63,,,,,12,2017
2034,Townhouse,4 or more Bedrooms,,,,,,,,,,12,2017
2034,Flat/Unit,Total,600,695,800,296,2950,2.96,2.21,-8.36,33.33,12,2017
2034,Flat/Unit,Bedsitter,,,,,,,,,,12,2017
2034,Flat/Unit,1 Bedroom,502.5,575,620,74,558,10.05,6.98,0,54.169999999999995,12,2017
2034,Flat/Unit,Not Specified,,,,,174,,,,,12,2017
2034,Flat/Unit,2 Bedrooms,630,700,775,172,1812,0,0,-12.690000000000001,38.71,12,2017
2034,Flat/Unit,3 Bedrooms,858.75,1015,1240,40,373,3.5700000000000003,6.84,8.110000000000001,25.0,12,2017
2034,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2035,Total,Total,550,670,828.75,350,4024,3.08,3.08,2.04,18.240000000000002,12,2017
2035,Total,Bedsitter,,,,,,,,,,12,2017
2035,Total,1 Bedroom,477.5,505,550,76,617,-4.72,-1.94,11.76,58.330000000000005,12,2017
2035,Total,Not Specified,595,780,1000,,432,34.48,26.83,-21.05,-67.39,12,2017
2035,Total,2 Bedrooms,571.25,650,747.5,170,1999,0,3.17,-3.4099999999999997,32.81,12,2017
2035,Total,3 Bedrooms,800,890,1013.75,68,732,-1.11,7.88,41.67,28.299999999999997,12,2017
2035,Total,4 or more Bedrooms,1000,1150,1293.75,,220,-4.17,-4.17,-20.0,0,12,2017
2035,House,Total,807.5,930,1150,67,576,6.29,0.54,9.84,63.41,12,2017
2035,House,Bedsitter,,,,,,,,,,12,2017
2035,House,1 Bedroom,,,,,,,,,,12,2017
2035,House,Not Specified,,,,,38,,,,,12,2017
2035,House,2 Bedrooms,632.5,700,831.25,,91,2.94,-4.109999999999999,14.29,300,12,2017
2035,House,3 Bedrooms,865,977.5,1100,,254,11.709999999999999,16.72,33.33,55.559999999999995,12,2017
2035,House,4 or more Bedrooms,1000,1200,1312.5,,186,0,0,-13.639999999999999,18.75,12,2017
2035,Other,Total,435,722.5,887.5,,505,20.419999999999998,18.44,-5.26,-52.629999999999995,12,2017
2035,Other,Bedsitter,,,,,,,,,,12,2017
2035,Other,1 Bedroom,,,,,61,,,,,12,2017
2035,Other,Not Specified,,,,,207,,,,,12,2017
2035,Other,2 Bedrooms,,,,,150,,,,,12,2017
2035,Other,3 Bedrooms,,,,,69,,,,,12,2017
2035,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2035,Townhouse,Total,698.75,845,950,,336,5.96,11.18,66.67,57.89,12,2017
2035,Townhouse,1 Bedroom,,,,,,,,,,12,2017
2035,Townhouse,Not Specified,,,,,,,,,,12,2017
2035,Townhouse,2 Bedrooms,622.5,690,750,,136,-4.83,7.8100000000000005,40.0,180.0,12,2017
2035,Townhouse,3 Bedrooms,856.25,950,1007.5,,169,9.2,14.46,133.32999999999998,27.27,12,2017
2035,Townhouse,4 or more Bedrooms,,,,,,,,,,12,2017
2035,Flat/Unit,Total,520,600,710,235,2607,0,-0.83,-4.08,18.69,12,2017
2035,Flat/Unit,Bedsitter,,,,,,,,,,12,2017
2035,Flat/Unit,1 Bedroom,480,515,550,70,548,-2.83,-0.96,6.0600000000000005,62.79,12,2017
2035,Flat/Unit,Not Specified,,,,,173,,,,,12,2017
2035,Flat/Unit,2 Bedrooms,570,650,720,135,1622,0,3.17,-6.9,19.470000000000002,12,2017
2035,Flat/Unit,3 Bedrooms,736.25,835,968.75,,240,-12.11,2.1399999999999997,4.760000000000001,0,12,2017
2035,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2036,Total,Total,512.5,600,850,214,2671,-9.43,0,8.08,13.83,12,2017
2036,Total,Bedsitter,,,,,,,,,,12,2017
2036,Total,1 Bedroom,507.5,572.5,590,38,377,0.44,6.02,15.15,18.75,12,2017
2036,Total,Not Specified,,,,,231,,,,,12,2017
2036,Total,2 Bedrooms,470,515,680,84,1206,-11.97,3.0,5.0,47.370000000000005,12,2017
2036,Total,3 Bedrooms,590,800,1030,55,622,0,-4.19,14.580000000000002,14.580000000000002,12,2017
2036,Total,4 or more Bedrooms,1100,1200,1390,33,230,-4.0,6.67,26.919999999999998,50.0,12,2017
2036,House,Total,800,1125,1225,43,437,13.639999999999999,25.0,4.88,19.439999999999998,12,2017
2036,House,1 Bedroom,,,,,,,,,,12,2017
2036,House,Not Specified,,,,,35,,,,,12,2017
2036,House,2 Bedrooms,,,,,59,,,,,12,2017
2036,House,3 Bedrooms,750,850,1143.75,,181,6.25,1.7999999999999998,-5.88,-20.0,12,2017
2036,House,4 or more Bedrooms,1162.5,1200,1397.5,,146,0,0,29.409999999999997,144.44,12,2017
2036,Other,Total,,,,,270,,,,,12,2017
2036,Other,Bedsitter,,,,,,,,,,12,2017
2036,Other,1 Bedroom,,,,,,,,,,12,2017
2036,Other,Not Specified,,,,,93,,,,,12,2017
2036,Other,2 Bedrooms,,,,,82,,,,,12,2017
2036,Other,3 Bedrooms,,,,,51,,,,,12,2017
2036,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2036,Townhouse,Total,700,850,1150,,278,-5.56,-13.71,26.090000000000003,61.11,12,2017
2036,Townhouse,1 Bedroom,,,,,,,,,,12,2017
2036,Townhouse,Not Specified,,,,,,,,,,12,2017
2036,Townhouse,2 Bedrooms,,,,,53,,,,,12,2017
2036,Townhouse,3 Bedrooms,700,1037.5,1187.5,,152,15.28,9.21,7.6899999999999995,180.0,12,2017
2036,Townhouse,4 or more Bedrooms,,,,,55,,,,,12,2017
2036,Flat/Unit,Total,480,560,625,135,1686,-1.7500000000000002,5.66,13.450000000000001,26.169999999999998,12,2017
2036,Flat/Unit,Bedsitter,,,,,,,,,,12,2017
2036,Flat/Unit,1 Bedroom,500,570,586.25,36,333,0,5.56,24.14,24.14,12,2017
2036,Flat/Unit,Not Specified,,,,,93,,,,,12,2017
2036,Flat/Unit,2 Bedrooms,455,500,675,71,1012,-13.79,6.38,2.9000000000000004,47.92,12,2017
2036,Flat/Unit,3 Bedrooms,550,750,850,,238,17.19,20.97,56.25,31.580000000000002,12,2017
2036,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2037,Total,Total,402.5,597,800,346,3534,3.11,1.1900000000000002,-21.9,3.2800000000000002,12,2017
2037,Total,Bedsitter,330,370,387.5,,224,-5.13,2.78,18.75,35.709999999999994,12,2017
2037,Total,1 Bedroom,325,487.5,576,152,1235,-1.52,-2.5,-32.14,17.83,12,2017
2037,Total,Not Specified,337.5,360,495,,501,-25.0,-37.39,0,-30.0,12,2017
2037,Total,2 Bedrooms,650,775,810,94,1036,8.39,9.54,-24.19,6.819999999999999,12,2017
2037,Total,3 Bedrooms,870,1000,1175,41,407,7.53,-8.68,5.13,-16.33,12,2017
2037,Total,4 or more Bedrooms,1087.5,1175,1322.5,,131,-6.93,6.819999999999999,0,-20.0,12,2017
2037,House,Total,720,880,1100,41,341,10.0,-7.37,-31.669999999999998,-4.65,12,2017
2037,House,Bedsitter,,,,,,,,,,12,2017
2037,House,1 Bedroom,,,,,,,,,,12,2017
2037,House,Not Specified,,,,,,,,,,12,2017
2037,House,2 Bedrooms,650,720,760,,105,2.86,2.86,-51.849999999999994,85.71,12,2017
2037,House,3 Bedrooms,880,975,1100,,131,5.41,-2.5,12.5,-14.29,12,2017
2037,House,4 or more Bedrooms,,,,,63,,,,,12,2017
2037,Other,Total,310,310,585,69,728,-39.22,-43.64,-42.980000000000004,-14.81,12,2017
2037,Other,Bedsitter,,,,,67,,,,,12,2017
2037,Other,1 Bedroom,310,310,549.5,47,242,-39.22,-20.31,-52.04,27.029999999999998,12,2017
2037,Other,Not Specified,300,360,570,,309,-35.709999999999994,-38.46,-5.56,-46.87,12,2017
2037,Other,2 Bedrooms,,,,,74,,,,,12,2017
2037,Other,3 Bedrooms,,,,,,,,,,12,2017
2037,Other,4 or more Bedrooms,,,,,,,,,,12,2017
2037,Townhouse,Total,800,895,1050,,395,16.23,6.550000000000001,-19.439999999999998,7.41,12,2017
2037,Townhouse,Bedsitter,,,,,,,,,,12,2017
2037,Townhouse,1 Bedroom,,,,,34,,,,,12,2017
2037,Townhouse,Not Specified,,,,,,,,,,12,2017
2037,Townhouse,2 Bedrooms,715,800,876.25,,134,14.45,2.56,-20.0,50.0,12,2017
2037,Townhouse,3 Bedrooms,865,995,1087.5,,153,7.28,13.71,-14.29,-20.0,12,2017
2037,Townhouse,4 or more Bedrooms,,,,,50,,,,,12,2017
2037,Flat/Unit,Total,437.5,570,697.5,207,2070,1.79,1.79,-8.41,12.5,12,2017
2037,Flat/Unit,Bedsitter,330,370,387.5,,154,-6.329999999999999,2.78,46.150000000000006,46.150000000000006,12,2017
2037,Flat/Unit,1 Bedroom,435,515,576.25,100,931,11.959999999999999,3.0,-12.280000000000001,19.05,12,2017
2037,Flat/Unit,Not Specified,355,365,425,,157,-8.75,-1.35,22.220000000000002,57.14,12,2017
2037,Flat/Unit,2 Bedrooms,650,780,810,65,723,4.0,11.43,-19.75,-5.800000000000001,12,2017
2037,Flat/Unit,3 Bedrooms,,,,,95,,,,,12,2017
2037,Flat/Unit,4 or more Bedrooms,,,,,,,,,,12,2017
2038,Total,Total,420,655,853.75,148,1717,-3.6799999999999997,9.17,-22.509999999999998,-13.450000000000001,12,2017
2038,Total,Bedsitter,307.5,320,331.25,,146,0,-3.0300000000000002,14.29,128.57,12,2017
2038,Total,1 Bedroom,412.5,500,537.5,,397,11.110000000000001,19.05,-40.0,-30.769999999999996,12,2017
2038,Total,Not Specified,325,435,650,,322,-15.120000000000001,11.540000000000001,18.18,-35.0,12,2017
2038,Total,2 Bedrooms,633.75,730,787.5,42,485,4.29,4.66,-36.36,-12.5,12,2017
2038,Total,3 Bedrooms,850,900,970,,300,-5.26,-2.44,-25.64,3.5700000000000003,12,2017
2038,Total,4 or more Bedrooms,,,,,67,,,,,12,2017
2038,House,Total,730,850,991.25,46,388,-1.16,-5.56,-25.81,39.39,12,2017
2038,House,Bedsitter,,,,,,,,,,12,2017
2038,House,1 Bedroom,,,,,,,,,,12,2017
2038,House,Not Specified,,,,,,,,,,12,2017
2038,House,2 Bedrooms,720,750,760,,126,4.17,3.45,-50.0,44.440000000000005,12,2017
2038,House,3 Bedrooms,850,900,987.5,,166,-5.76,-5.26,-26.919999999999998,11.76,12,2017
2038,House,4 or more Bedrooms,,,,,52,,,,,12,2017
2038,Other,Total,343.75,490,837.5,,354,-10.09,-11.709999999999999,20.0,-40.0,12,2017
2038,Other,Bedsitter,,,,,81,,,,,12,2017
2038,Other,1 Bedroom,,,,,34,,,,,12,2017
